Student_ID,Age,Gender,Department,Level,Attendance,CGPA,Failed_Courses,LMS_Engagement,Financial_Stress,Dropout
ST11455,20,0,13,500,39,3.4,1,2,1,1
ST11456,22,1,9,300,60,4.94,2,2,0,1
ST11457,34,1,12,300,66,0.58,8,1,0,1
ST11458,34,1,10,200,85,1.12,1,1,0,1
ST11459,31,1,7,500,87,2.72,0,1,0,0
ST11460,34,0,12,200,63,3.29,5,2,0,1
ST11461,32,0,9,100,33,4.37,8,0,1,1
ST11462,28,1,1,500,49,4.64,4,2,0,1
ST11463,23,1,11,400,88,4.17,5,2,1,1
ST11464,26,0,7,300,96,2.44,8,2,1,0
ST11465,33,0,4,300,30,1.13,7,0,0,1
ST11466,26,0,2,500,50,0.67,4,2,0,1
ST11467,24,0,9,100,100,3.39,2,0,0,0
ST11468,29,0,5,400,94,4.99,2,2,0,0
ST11469,17,0,10,300,44,3.16,5,0,0,1
ST11470,32,1,11,200,53,1.34,1,0,0,1
ST11471,31,0,11,200,45,3.54,0,1,0,1
ST11472,20,0,0,200,52,1.89,8,0,1,1
ST11473,16,1,6,300,58,2.23,3,2,0,1
ST11474,24,0,7,200,92,4.55,2,2,0,1
ST11475,18,1,11,300,38,4.88,6,1,0,1
ST11476,29,1,12,500,66,4.67,0,2,0,1
ST11477,33,0,1,200,54,0.54,0,1,1,1
ST11478,27,0,8,200,61,2.88,1,2,0,1
ST11479,29,1,4,300,86,4.52,3,1,0,0
ST11480,31,1,1,300,54,0.75,4,2,0,1
ST11481,20,1,8,300,88,3.26,0,2,0,0
ST11482,35,0,6,400,66,2.34,6,1,1,1
ST11483,35,1,12,500,87,0.94,4,2,0,1
ST11484,30,1,10,200,70,0.6,6,1,0,1
ST11485,24,0,3,300,85,3.94,0,1,0,0
ST11486,32,0,3,300,52,3.35,2,1,1,1
ST11487,27,0,5,300,96,1.89,7,1,0,1
ST11488,28,0,10,200,80,2.28,7,2,0,1
ST11489,25,1,6,300,39,1.61,2,2,0,1
ST11490,22,0,2,400,70,1.47,5,2,1,1
ST11491,22,0,8,400,39,3.9,0,2,1,1
ST11492,23,0,13,300,100,3.72,1,2,1,0
ST11493,30,1,7,500,81,3.66,3,2,0,1
ST11494,33,0,14,400,68,4.13,2,1,0,1
ST11495,16,0,0,200,61,0.58,5,0,0,1
ST11496,25,1,4,100,82,0.61,1,0,0,1
ST11497,34,1,11,100,97,0.94,8,2,0,1
ST11498,18,1,1,400,34,2.83,5,0,1,1
ST11499,22,1,5,500,48,3.59,2,0,0,1
ST11500,19,1,6,400,62,4.53,4,2,1,1
ST11501,20,1,1,200,72,1.68,2,0,1,1
ST11502,21,0,14,500,32,2.72,8,1,1,1
ST11503,25,1,3,200,89,4.64,7,1,1,1
ST11504,27,1,7,300,57,2.59,4,1,0,1
ST11505,29,1,4,300,60,4.32,8,2,1,1
ST11506,17,0,5,300,41,3.74,3,0,1,1
ST11507,18,1,8,300,54,2.48,6,2,0,1
ST11508,16,0,1,300,63,2.96,6,1,1,1
ST11509,18,1,5,500,57,2.72,7,1,0,1
ST11510,30,1,5,200,93,2.66,3,2,1,0
ST11511,31,1,12,500,99,3.96,7,2,0,1
ST11512,35,1,3,400,95,4.4,2,1,0,1
ST11513,17,1,3,500,71,1.9,5,0,1,1
ST11514,35,1,13,300,77,2.82,6,2,1,1
ST11515,31,1,9,300,94,4.05,1,1,0,1
ST11516,30,0,10,100,82,2.27,0,2,0,0
ST11517,22,1,10,500,67,0.7,4,0,1,1
ST11518,20,1,3,200,71,4.99,0,0,1,1
ST11519,20,0,13,100,63,4.04,3,0,0,1
ST11520,24,1,7,500,48,2.71,8,2,0,1
ST11521,29,1,6,200,47,2.06,8,0,0,1
ST11522,34,1,10,100,63,4.98,7,0,1,1
ST11523,33,1,14,100,90,2.27,5,2,0,1
ST11524,24,0,5,100,47,4.6,7,2,1,1
ST11525,18,1,8,500,91,3.92,3,2,1,1
ST11526,26,0,11,100,98,3.12,6,2,0,1
ST11527,30,0,8,300,79,3.98,1,2,0,1
ST11528,19,1,11,500,30,0.72,2,0,0,1
ST11529,20,1,3,100,63,4.18,7,1,0,1
ST11530,33,0,10,400,82,1.01,3,2,0,1
ST11531,27,0,2,200,32,3.7,0,1,1,1
ST11532,16,1,2,200,39,0.73,1,1,0,1
ST11533,35,0,5,100,67,3.36,2,0,0,1
ST11534,17,1,2,400,51,2.08,3,2,0,1
ST11535,24,1,8,200,83,3.57,4,1,0,1
ST11536,33,0,5,400,45,1.65,5,1,0,1
ST11537,20,1,1,300,83,3.7,3,2,0,1
ST11538,29,1,1,500,64,1.44,8,2,1,1
ST11539,26,0,8,400,80,2.4,6,1,0,1
ST11540,18,1,10,100,82,4.31,2,2,1,1
ST11541,24,0,13,100,64,2.42,0,0,0,1
ST11542,17,1,13,100,42,3.0,5,0,0,1
ST11543,29,1,7,400,33,1.67,6,0,1,1
ST11544,17,0,10,200,95,4.4,8,2,1,1
ST11545,25,0,6,500,93,2.72,5,2,0,0
ST11546,34,0,8,400,57,1.12,0,1,0,1
ST11547,17,0,1,200,87,4.55,8,1,0,1
ST11548,31,0,3,300,90,4.95,0,0,0,0
ST11549,21,0,11,300,31,4.35,0,1,0,1
ST11550,27,0,13,400,69,3.81,1,2,1,1
ST11551,22,1,9,500,54,2.55,1,2,0,1
ST11552,19,1,11,500,96,3.27,7,2,1,1
ST11553,23,0,1,200,43,0.74,2,2,0,1
ST11554,34,0,4,400,65,3.76,2,0,1,1
ST11555,25,0,1,500,53,4.5,7,2,0,1
ST11556,16,1,12,100,40,1.27,2,0,1,1
ST11557,20,1,6,100,34,3.14,6,2,1,1
ST11558,21,1,12,400,100,3.33,4,0,0,0
ST11559,34,0,4,100,84,4.51,8,2,0,1
ST11560,33,1,11,300,86,3.3,2,0,1,1
ST11561,34,0,6,400,30,2.19,3,2,1,1
ST11562,34,1,10,500,90,2.96,8,1,1,1
ST11563,16,0,9,100,33,3.06,7,2,0,1
ST11564,35,0,9,300,94,4.8,7,2,1,1
ST11565,26,0,9,200,85,4.17,4,2,0,0
ST11566,18,1,0,400,95,1.36,8,1,0,1
ST11567,25,0,0,500,90,3.03,2,2,1,0
ST11568,22,1,6,400,71,2.19,1,2,0,1
ST11569,32,1,4,400,30,1.71,7,2,0,1
ST11570,31,1,4,400,48,3.31,1,0,1,1
ST11571,22,1,4,300,53,2.94,1,1,0,1
ST11572,28,0,1,400,31,3.7,7,2,0,1
ST11573,27,0,2,100,78,1.86,3,0,0,1
ST11574,27,0,6,200,75,4.57,6,2,1,1
ST11575,23,1,11,400,98,1.03,0,2,0,1
ST11576,23,0,5,300,54,2.58,4,0,0,1
ST11577,28,1,5,200,93,2.34,0,1,1,0
ST11578,26,0,1,100,65,3.33,5,2,0,1
ST11579,16,1,6,500,63,2.96,7,2,1,1
ST11580,32,1,7,200,88,3.14,7,1,0,0
ST11581,34,0,5,400,82,4.08,2,2,1,1
ST11582,28,1,11,500,68,3.38,5,1,0,1
ST11583,30,0,13,300,61,3.51,2,0,0,1
ST11584,27,0,10,100,75,2.97,6,2,0,1
ST11585,32,0,5,500,81,0.53,1,0,1,1
ST11586,18,1,3,500,35,2.13,1,2,1,1
ST11587,22,0,2,400,75,0.94,8,0,0,1
ST11588,17,0,12,200,52,2.46,4,2,0,1
ST11589,17,1,14,400,32,2.47,4,0,0,1
ST11590,21,0,7,300,33,2.15,1,1,1,1
ST11591,19,1,6,200,85,3.44,5,1,0,1
ST11592,31,1,13,500,49,4.96,5,1,1,1
ST11593,30,1,3,500,55,0.85,8,2,0,1
ST11594,25,1,9,400,72,4.3,6,1,1,1
ST11595,29,1,8,200,94,4.07,0,2,1,1
ST11596,24,1,11,400,37,2.5,5,2,0,1
ST11597,30,0,0,200,43,4.63,5,0,1,1
ST11598,22,0,10,400,90,1.25,3,1,0,1
ST11599,22,1,0,400,82,4.04,4,0,0,1
ST11600,23,1,0,200,47,3.59,5,2,0,1
ST11601,34,1,6,500,78,0.77,4,2,1,1
ST11602,33,1,8,400,70,2.24,8,2,0,1
ST11603,32,0,1,300,78,3.3,2,1,0,1
ST11604,33,0,11,100,94,2.41,7,1,0,1
ST11605,34,0,8,500,97,4.68,4,2,1,1
ST11606,23,1,9,500,58,2.11,0,2,1,1
ST11607,28,0,7,100,98,0.53,5,2,0,1
ST11608,26,0,3,100,44,3.72,8,1,1,1
ST11609,34,0,1,500,46,4.01,1,2,0,1
ST11610,22,0,1,200,31,1.79,3,2,0,1
ST11611,20,0,6,100,45,1.5,5,2,0,1
ST11612,20,1,0,500,65,2.82,5,1,1,1
ST11613,23,0,11,300,83,2.32,8,0,1,1
ST11614,25,0,12,100,49,4.34,0,1,0,1
ST11615,20,1,3,400,53,2.22,1,0,0,1
ST11616,30,1,7,500,45,4.97,1,1,0,1
ST11617,31,0,9,100,66,2.51,4,2,0,1
ST11618,25,1,9,300,43,4.8,0,1,1,1
ST11619,23,0,9,400,41,0.5,7,2,0,1
ST11620,34,0,3,300,55,4.0,6,1,0,1
ST11621,19,0,3,300,95,1.04,8,2,0,1
ST11622,29,1,6,100,71,4.38,5,0,1,1
ST11623,23,1,6,200,87,3.94,5,0,0,0
ST11624,29,1,10,100,74,0.74,4,1,0,1
ST11625,27,1,13,400,37,4.99,7,2,0,1
ST11626,16,0,11,200,83,2.95,5,2,0,1
ST11627,34,1,10,400,85,4.78,5,1,1,1
ST11628,33,1,14,500,46,1.14,6,2,0,1
ST11629,27,0,12,400,48,3.19,8,0,0,1
ST11630,25,0,10,400,97,3.68,7,0,0,0
ST11631,16,0,13,400,72,4.38,3,2,1,1
ST11632,29,1,7,400,91,0.79,3,1,0,1
ST11633,24,1,1,100,96,3.29,3,0,1,1
ST11634,30,0,2,400,87,2.44,4,0,1,1
ST11635,29,1,0,200,36,4.52,0,1,0,1
ST11636,24,0,12,100,30,4.42,6,1,0,1
ST11637,26,1,5,300,99,3.83,6,1,1,1
ST11638,20,0,8,100,62,3.02,1,2,0,1
ST11639,27,1,6,200,81,1.54,7,1,1,1
ST11640,31,0,10,100,91,1.28,4,2,0,1
ST11641,35,0,10,500,63,4.55,6,0,0,1
ST11642,18,0,2,500,83,4.51,6,0,1,0
ST11643,20,0,13,300,53,2.09,0,2,0,1
ST11644,34,1,3,400,91,1.75,3,2,1,1
ST11645,20,0,5,100,64,0.97,3,2,1,1
ST11646,33,1,5,200,73,1.7,1,2,0,1
ST11647,19,1,0,300,50,1.82,6,1,0,1
ST11648,30,0,0,100,74,3.32,5,0,0,1
ST11649,20,1,2,300,62,3.51,7,2,0,1
ST11650,23,1,0,100,51,2.98,4,1,0,1
ST11651,31,0,0,200,72,1.69,0,1,0,1
ST11652,16,1,10,500,65,4.65,3,2,0,1
ST11653,20,1,10,100,81,1.23,7,2,0,1
ST11654,33,1,5,400,47,0.8,4,1,0,1
ST11655,31,1,2,500,90,4.98,6,2,0,1
ST11656,25,0,6,400,80,0.59,3,0,0,1
ST11657,19,0,2,200,74,3.51,7,0,0,1
ST11658,33,1,7,300,39,1.91,1,0,0,1
ST11659,32,1,8,500,53,4.93,8,2,0,1
ST11660,28,1,10,200,45,2.06,8,1,1,1
ST11661,23,1,10,500,81,4.25,7,2,0,0
ST11662,23,0,6,400,63,1.94,3,0,0,1
ST11663,27,1,6,100,43,2.41,8,2,0,1
ST11664,33,0,5,500,79,3.51,4,2,1,1
ST11665,21,1,0,300,39,4.28,8,1,1,1
ST11666,22,0,11,400,72,3.98,7,0,0,1
ST11667,32,1,1,300,67,2.52,3,0,1,1
ST11668,20,0,7,100,40,0.96,8,2,0,1
ST11669,34,0,14,100,77,1.55,0,0,0,1
ST11670,23,1,9,100,47,0.85,0,2,1,1
ST11671,34,0,10,300,41,4.23,6,2,0,1
ST11672,23,1,12,300,30,4.08,0,1,0,1
ST11673,34,0,13,500,34,3.26,2,1,0,1
ST11674,22,1,6,100,79,4.09,8,1,1,1
ST11675,18,1,2,400,45,3.66,7,0,0,1
ST11676,21,1,11,100,30,0.56,2,0,1,1
ST11677,23,0,10,200,95,1.7,2,2,0,1
ST11678,33,0,14,300,36,1.18,5,1,1,1
ST11679,30,1,10,100,91,3.64,4,1,0,0
ST11680,32,1,13,300,57,3.84,5,2,0,1
ST11681,19,0,5,500,79,2.79,2,2,1,1
ST11682,22,1,1,400,89,1.06,3,1,0,1
ST11683,32,1,13,500,57,4.77,7,1,0,1
ST11684,21,1,10,200,92,3.52,2,2,0,0
ST11685,28,1,14,300,95,3.55,0,2,0,1
ST11686,22,1,10,200,55,2.2,8,2,0,1
ST11687,24,1,14,300,99,2.73,6,0,0,1
ST11688,34,1,13,300,59,4.25,8,2,1,1
ST11689,35,0,14,200,66,1.95,6,2,1,1
ST11690,28,1,9,200,85,0.51,5,2,0,1
ST11691,30,0,11,500,99,1.42,7,0,1,1
ST11692,32,1,7,100,84,3.01,3,1,0,1
ST11693,20,1,5,500,88,1.48,2,2,0,1
ST11694,34,0,14,300,32,3.72,7,1,1,1
ST11695,21,1,11,200,81,1.17,2,2,0,1
ST11696,27,0,13,500,52,3.17,0,0,0,1
ST11697,30,0,9,400,100,1.07,3,1,1,1
ST11698,30,1,12,500,98,3.75,0,1,1,1
ST11699,18,1,12,400,44,1.04,3,1,0,1
ST11700,19,1,9,100,80,4.98,0,2,0,1
ST11701,20,1,13,500,48,3.04,3,1,1,1
ST11702,21,1,0,400,96,2.1,5,0,0,0
ST11703,21,1,12,400,36,1.62,8,2,0,1
ST11704,32,0,5,200,43,3.98,5,1,1,1
ST11705,23,0,6,400,99,2.13,6,2,0,1
ST11706,34,1,4,100,89,0.87,6,2,0,1
ST11707,35,1,11,100,44,3.49,5,2,1,1
ST11708,28,0,14,400,59,2.59,1,2,0,1
ST11709,30,1,11,500,80,4.74,7,1,1,1
ST11710,32,1,2,500,42,3.45,4,2,0,1
ST11711,32,1,13,500,82,1.3,6,1,1,1
ST11712,17,0,3,300,95,2.84,4,2,1,0
ST11713,18,1,8,300,32,3.32,3,1,1,1
ST11714,24,0,1,400,92,1.69,1,2,1,1
ST11715,21,1,0,100,57,3.59,0,2,1,1
ST11716,16,0,6,100,68,4.02,0,0,0,1
ST11717,34,0,8,400,91,0.57,0,2,0,1
ST11718,19,0,9,200,69,1.51,8,2,0,1
ST11719,28,0,8,100,47,2.51,7,0,1,1
ST11720,35,0,13,400,38,3.3,3,2,0,1
ST11721,23,1,0,100,80,1.53,5,2,0,1
ST11722,20,0,7,300,47,4.41,1,0,0,1
ST11723,25,0,2,400,88,1.44,4,1,0,1
ST11724,35,0,5,200,55,4.29,5,2,0,1
ST11725,34,1,8,400,57,2.54,0,1,0,1
ST11726,27,1,10,500,31,0.92,6,2,1,1
ST11727,16,1,12,200,54,3.6,8,2,1,1
ST11728,24,1,2,200,83,3.54,0,1,0,1
ST11729,31,1,0,100,60,2.47,4,1,0,1
ST11730,32,0,10,200,46,0.96,1,1,0,1
ST11731,33,1,7,100,41,0.96,6,2,1,1
ST11732,29,0,0,400,50,4.74,3,2,0,1
ST11733,32,0,11,300,67,1.75,7,2,1,1
ST11734,16,0,9,500,41,4.25,4,1,0,1
ST11735,30,0,7,200,59,4.03,0,0,0,1
ST11736,34,1,4,300,76,1.9,4,1,0,1
ST11737,17,1,3,300,69,4.16,2,1,0,1
ST11738,29,1,1,100,96,1.08,0,0,1,1
ST11739,17,0,14,100,46,1.37,4,2,0,1
ST11740,30,1,2,500,58,4.3,6,2,1,1
ST11741,16,0,11,400,37,0.52,6,1,0,1
ST11742,16,1,6,100,56,1.54,5,2,0,1
ST11743,27,1,8,400,56,3.06,7,1,0,1
ST11744,30,0,6,400,33,4.2,0,1,0,1
ST11745,33,0,6,300,80,3.18,0,2,0,0
ST11746,30,1,5,200,74,3.44,1,0,0,1
ST11747,22,0,10,300,42,1.87,0,2,0,1
ST11748,27,1,14,500,67,4.62,6,0,0,1
ST11749,25,1,14,200,46,1.43,6,1,0,1
ST11750,17,0,4,300,82,2.93,3,0,1,1
ST11751,17,0,13,500,71,3.88,8,1,1,1
ST11752,21,1,2,200,71,3.73,6,1,0,1
ST11753,35,1,2,400,80,0.88,3,0,1,1
ST11754,21,1,6,500,66,1.93,3,2,0,1
ST11755,25,1,0,400,83,1.59,3,0,1,1
ST11756,18,1,13,200,35,0.77,4,0,0,1
ST11757,31,1,14,500,74,3.64,8,2,0,1
ST11758,20,0,9,500,30,3.43,4,1,0,1
ST11759,20,0,12,300,78,1.37,6,1,1,1
ST11760,25,1,1,400,84,3.8,4,0,1,0
ST11761,28,0,1,400,74,0.93,4,0,1,1
ST11762,18,1,3,500,33,4.98,8,1,1,1
ST11763,33,1,0,500,100,2.94,7,1,0,0
ST11764,34,1,13,100,78,1.56,7,2,1,1
ST11765,21,0,6,300,43,2.28,5,1,0,1
ST11766,35,0,9,400,44,3.48,1,1,1,1
ST11767,16,1,11,400,92,0.73,1,2,0,1
ST11768,25,0,8,500,64,4.92,1,0,0,1
ST11769,25,0,12,400,69,2.53,7,1,1,1
ST11770,16,1,1,200,89,1.3,0,0,1,1
ST11771,34,0,2,500,43,3.9,7,1,0,1
ST11772,26,1,4,400,90,1.2,7,2,0,1
ST11773,28,1,1,200,68,4.51,4,0,0,1
ST11774,32,1,1,500,82,0.68,2,0,0,1
ST11775,35,0,11,100,85,4.95,8,0,0,1
ST11776,33,0,3,400,72,2.45,8,2,0,1
ST11777,19,0,11,300,45,0.76,1,0,0,1
ST11778,30,1,3,200,72,4.63,4,0,1,1
ST11779,17,0,13,500,62,2.46,3,2,0,1
ST11780,21,0,4,400,82,1.88,6,1,1,1
ST11781,24,1,11,400,33,3.99,5,2,1,1
ST11782,26,1,6,400,33,3.04,5,0,1,1
ST11783,35,1,9,100,90,3.45,6,0,1,1
ST11784,31,1,1,400,35,1.35,0,0,0,1
ST11785,23,1,10,300,61,4.71,8,0,1,1
ST11786,32,1,5,300,51,4.2,5,1,0,1
ST11787,19,0,8,100,72,3.55,8,2,0,1
ST11788,22,1,6,100,47,3.81,0,2,0,1
ST11789,26,1,8,200,50,4.67,4,0,0,1
ST11790,26,0,4,400,84,2.41,2,2,1,0
ST11791,26,1,5,400,98,3.49,7,2,0,0
ST11792,30,0,2,500,76,4.33,4,0,1,1
ST11793,20,1,4,200,31,4.65,0,1,1,1
ST11794,21,0,8,100,93,4.79,6,1,0,0
ST11795,20,0,1,500,45,3.45,5,2,0,1
ST11796,24,0,11,100,62,3.07,5,0,0,1
ST11797,26,0,11,300,41,4.46,3,2,1,1
ST11798,18,0,0,300,71,1.94,3,2,0,1
ST11799,35,1,3,100,60,4.66,0,0,1,1
ST11800,19,0,4,300,40,0.95,6,0,1,1
ST11801,30,0,8,300,88,1.78,3,2,0,1
ST11802,33,0,9,500,34,4.62,4,2,0,1
ST11803,20,1,6,100,35,4.52,4,2,1,1
ST11804,26,1,11,500,43,1.3,8,1,1,1
ST11805,26,1,13,200,83,3.8,4,2,1,1
ST11806,19,1,9,300,91,2.58,2,2,1,1
ST11807,31,1,10,100,79,3.19,8,1,0,1
ST11808,26,1,11,500,68,4.73,3,1,1,1
ST11809,16,0,3,300,57,3.98,0,2,0,1
ST11810,28,1,12,200,66,2.27,5,0,0,1
ST11811,34,1,11,400,78,1.33,2,1,1,1
ST11812,21,0,12,200,49,4.79,2,1,1,1
ST11813,35,0,1,200,48,2.83,6,2,1,1
ST11814,34,1,2,300,35,1.82,0,0,0,1
ST11815,21,0,4,400,71,2.21,1,2,0,1
ST11816,28,1,12,300,78,0.81,1,2,1,1
ST11817,26,1,12,100,80,3.12,8,2,0,1
ST11818,34,0,13,300,36,2.03,6,2,1,1
ST11819,22,1,13,100,31,2.45,1,0,1,1
ST11820,27,0,12,500,72,4.29,4,0,1,1
ST11821,31,1,0,300,84,4.86,0,2,1,0
ST11822,16,1,13,200,50,0.72,3,0,0,1
ST11823,30,1,2,300,52,4.53,1,1,0,1
ST11824,28,0,4,400,97,0.64,0,1,1,1
ST11825,25,1,8,200,30,2.32,1,2,0,1
ST11826,33,0,14,300,92,2.64,4,1,0,1
ST11827,19,1,13,200,52,3.95,2,0,0,1
ST11828,21,1,7,100,76,4.71,3,1,1,1
ST11829,23,0,0,100,74,4.84,8,0,1,1
ST11830,35,0,0,400,68,1.04,3,2,1,1
ST11831,24,0,8,300,98,4.59,4,2,1,0
ST11832,23,0,8,200,64,2.05,0,0,0,1
ST11833,33,1,11,100,90,4.39,8,1,0,1
ST11834,22,0,9,400,56,3.61,8,1,1,1
ST11835,34,0,9,400,66,2.19,3,2,1,1
ST11836,33,0,4,200,51,4.03,8,2,0,1
ST11837,16,0,5,100,54,1.33,3,0,0,1
ST11838,26,0,7,400,30,2.53,6,2,1,1
ST11839,24,1,6,500,100,2.05,6,0,1,0
ST11840,25,0,12,200,63,4.62,0,2,1,1
ST11841,25,1,0,300,99,3.58,2,2,0,0
ST11842,16,0,4,500,88,4.9,0,1,0,1
ST11843,32,1,5,200,35,2.96,7,2,1,1
ST11844,27,1,9,400,53,3.96,3,1,0,1
ST11845,27,0,2,400,55,2.49,0,0,0,1
ST11846,34,0,13,300,36,3.44,5,2,0,1
ST11847,32,0,12,100,86,3.9,7,2,1,1
ST11848,22,0,9,300,53,4.21,3,2,1,1
ST11849,26,1,8,100,88,2.01,0,1,1,1
ST11850,17,1,0,500,69,4.94,2,2,0,1
ST11851,31,0,12,500,63,0.76,4,1,0,1
ST11852,24,1,12,400,57,1.02,1,1,0,1
ST11853,25,0,11,300,65,1.27,8,2,1,1
ST11854,25,0,7,200,91,2.71,0,1,0,1
ST11855,18,0,12,200,55,1.2,2,0,0,1
ST11856,32,1,3,200,83,1.89,0,1,0,1
ST11857,29,1,0,200,35,3.01,8,2,1,1
ST11858,34,1,9,400,65,1.95,0,2,1,1
ST11859,33,0,8,200,38,4.19,1,2,1,1
ST11860,33,0,11,400,76,1.54,8,1,0,1
ST11861,29,1,10,200,35,4.35,4,2,1,1
ST11862,18,1,9,400,52,2.73,1,2,0,1
ST11863,25,1,2,300,30,3.25,5,0,1,1
ST11864,28,1,3,500,76,0.73,0,2,1,1
ST11865,27,0,8,400,70,1.96,1,1,0,1
ST11866,24,0,11,400,81,1.37,2,2,1,1
ST11867,25,0,6,500,57,3.43,2,1,0,1
ST11868,34,0,9,400,87,4.01,4,2,0,1
ST11869,31,1,2,300,65,1.25,0,2,0,1
ST11870,18,0,14,100,73,3.26,1,2,1,1
ST11871,27,0,9,500,67,1.07,5,2,1,1
ST11872,23,1,1,400,73,3.4,3,2,1,1
ST11873,30,0,12,300,89,1.09,5,2,0,1
ST11874,26,1,13,200,44,4.24,5,1,0,1
ST11875,28,0,4,500,58,3.55,3,2,0,1
ST11876,21,1,2,200,58,3.99,1,2,0,1
ST11877,28,0,9,300,85,1.69,2,0,0,1
ST11878,26,1,0,500,90,4.08,8,2,1,1
ST11879,21,0,12,400,46,4.27,7,2,1,1
ST11880,21,1,5,100,45,0.74,6,0,1,1
ST11881,20,1,7,100,30,2.31,7,0,1,1
ST11882,22,1,1,400,34,4.39,2,1,0,1
ST11883,34,1,8,300,86,2.22,5,0,0,1
ST11884,26,0,12,200,56,4.64,4,1,1,1
ST11885,21,1,12,300,35,0.95,4,2,1,1
ST11886,24,0,1,500,31,3.15,0,1,0,1
ST11887,35,0,5,100,94,1.78,4,0,0,0
ST11888,33,1,6,100,77,2.18,1,0,1,0
ST11889,23,0,6,400,54,3.02,4,2,1,1
ST11890,33,0,8,500,77,0.88,1,0,0,1
ST11891,20,1,7,500,51,2.19,0,0,0,1
ST11892,21,0,2,100,42,0.9,7,1,1,1
ST11893,17,0,1,200,38,1.61,3,0,0,1
ST11894,19,1,9,500,80,3.48,8,2,0,0
ST11895,34,0,1,300,95,1.05,1,1,1,1
ST11896,19,0,1,400,77,2.88,4,2,1,1
ST11897,31,0,6,300,35,3.82,3,1,1,1
ST11898,16,1,4,500,48,3.7,2,0,1,1
ST11899,31,1,5,400,65,0.82,0,0,0,1
ST11900,16,1,1,100,98,2.66,1,0,0,0
ST11901,32,0,11,300,100,2.34,7,0,1,0
ST11902,20,1,1,300,42,1.01,1,2,0,1
ST11903,31,1,11,300,83,4.38,7,2,0,1
ST11904,18,1,8,300,44,4.32,4,1,0,1
ST11905,25,0,9,400,49,4.36,0,0,0,1
ST11906,33,0,5,200,85,0.54,4,2,0,1
ST11907,33,1,7,400,90,1.58,5,0,1,1
ST11908,32,1,11,500,32,1.95,2,2,0,1
ST11909,26,0,13,200,97,0.6,8,1,0,1
ST11910,24,1,7,300,91,4.86,0,0,1,1
ST11911,26,1,6,100,68,0.62,6,0,1,1
ST11912,24,0,0,100,43,0.72,1,1,1,1
ST11913,32,0,13,100,43,2.07,6,1,0,1
ST11914,35,0,0,400,54,2.16,1,2,1,1
ST11915,20,0,12,500,33,4.64,6,2,0,1
ST11916,27,1,12,500,100,2.39,6,2,0,1
ST11917,33,1,3,200,89,2.23,7,1,1,1
ST11918,31,0,8,100,78,0.66,6,0,0,1
ST11919,24,1,6,100,98,0.8,5,1,0,1
ST11920,23,0,4,200,72,2.15,0,0,1,1
ST11921,21,0,10,300,53,4.81,6,1,0,1
ST11922,32,0,2,100,59,1.43,2,2,0,1
ST11923,29,0,7,300,38,4.19,3,1,1,1
ST11924,29,0,8,400,31,1.89,6,1,1,1
ST11925,19,0,2,300,49,3.27,8,1,1,1
ST11926,23,1,11,200,44,3.68,5,1,0,1
ST11927,32,0,1,300,64,0.79,8,0,1,1
ST11928,16,0,9,400,74,3.67,5,1,1,1
ST11929,18,0,9,200,80,3.39,0,2,0,1
ST11930,32,0,3,100,99,3.31,2,1,0,1
ST11931,35,0,12,100,87,2.63,3,0,0,0
ST11932,18,0,10,500,81,2.19,6,2,0,1
ST11933,22,0,0,500,36,2.45,2,1,1,1
ST11934,26,1,4,100,62,1.38,2,2,1,1
ST11935,30,1,0,400,50,3.66,2,1,0,1
ST11936,22,1,2,400,92,1.71,8,2,1,1
ST11937,20,0,7,100,89,3.52,1,0,0,0
ST11938,32,1,2,400,63,4.41,6,2,1,1
ST11939,20,0,11,200,45,4.73,4,0,0,1
ST11940,16,0,2,300,76,3.12,1,1,1,1
ST11941,22,0,10,200,48,4.77,6,1,0,1
ST11942,32,1,14,200,68,0.89,1,2,0,1
ST11943,23,0,4,400,56,4.39,1,2,0,1
ST11944,27,0,12,100,83,1.67,5,0,1,1
ST11945,17,0,7,100,57,0.87,8,0,1,1
ST11946,32,0,5,100,58,3.32,0,0,0,1
ST11947,35,1,0,300,91,2.68,7,1,0,1
ST11948,29,1,8,100,98,1.74,2,1,0,1
ST11949,18,0,1,100,35,4.01,2,1,0,1
ST11950,34,0,12,400,84,4.83,7,0,1,1
ST11951,29,1,11,500,95,1.36,6,1,0,1
ST11952,23,0,3,500,65,1.38,4,2,0,1
ST11953,22,0,12,400,36,1.04,7,2,0,1
ST11954,20,0,13,100,47,4.94,5,1,0,1
ST11955,18,0,2,500,52,2.44,6,2,1,1
ST11956,16,0,13,100,57,2.01,8,2,1,1
ST11957,34,0,14,200,35,3.04,1,2,0,1
ST11958,30,0,11,300,63,4.04,8,1,0,1
ST11959,16,1,5,100,65,3.33,6,1,0,1
ST11960,20,1,10,400,71,2.86,8,1,1,1
ST11961,35,1,12,400,78,3.92,1,2,1,1
ST11962,26,0,0,400,49,4.56,4,2,0,1
ST11963,29,1,7,300,36,3.32,8,2,1,1
ST11964,33,1,9,100,94,2.49,1,0,1,0
ST11965,35,0,6,500,46,2.53,1,0,1,1
ST11966,24,1,5,200,44,0.83,1,1,0,1
ST11967,30,0,5,100,68,2.09,8,1,0,1
ST11968,26,0,0,300,71,2.02,7,2,1,1
ST11969,20,1,12,100,69,4.23,6,2,0,1
ST11970,30,1,3,200,30,4.36,5,1,1,1
